ObservedBy_Person_ID,Partner_Group,Site_ID,Site_Name,Latitude,Longitude,Elevation_in_Meters,State,Species_ID,Genus,Species,Common_Name,Kingdom,Individual_ID,Patch,Phenophase_ID,Phenophase_Description,First_Yes_Year,First_Yes_Month,First_Yes_Day,First_Yes_DOY,First_Yes_Julian_Date,NumDays_Since_Prior_No,Last_Yes_Year,Last_Yes_Month,Last_Yes_Day,Last_Yes_DOY,Last_Yes_Julian_Date,NumDays_Until_Next_No,NumYs_in_Series,NumDays_in_Series,Multiple_Observers,Multiple_FirstY,Observed_Status_Conflict_Flag
"'43349,43367,43532,43364,43372,43397'",U of A Campus Arboretum,6102,Joseph Wood Krutch Garden U Arizona mall,32.23188,-110.951012,743,AZ,210,Carnegiea,gigantea,saguaro,Plantae,16121,-9999,516,Fruits,2018,10,22,295,2458414,3,2018,10,25,298,2458417,1,4,4,1,1,MultiObserver-StatusConflict
'25314',Desert Botanical Garden,11587,Desert Botanical Garden,33.462444,-111.944618,391,AZ,210,Carnegiea,gigantea,saguaro,Plantae,48769,-9999,390,Ripe fruits,2018,6,17,168,2458287,7,2018,7,1,182,2458301,57,3,15,0,0,-9999
'25314',Desert Botanical Garden,11587,Desert Botanical Garden,33.462444,-111.944618,391,AZ,210,Carnegiea,gigantea,saguaro,Plantae,48769,-9999,500,Flowers or flower buds,2018,4,14,104,2458223,7,2018,7,1,182,2458301,57,11,79,0,0,-9999
'25314',Desert Botanical Garden,11587,Desert Botanical Garden,33.462444,-111.944618,391,AZ,210,Carnegiea,gigantea,saguaro,Plantae,48769,-9999,501,Open flowers,2018,5,6,126,2458245,7,2018,7,1,182,2458301,57,8,57,0,0,-9999
'25314',Desert Botanical Garden,11587,Desert Botanical Garden,33.462444,-111.944618,391,AZ,210,Carnegiea,gigantea,saguaro,Plantae,48769,-9999,516,Fruits,2018,5,13,133,2458252,7,2018,7,1,182,2458301,57,7,50,0,0,-9999
'25314',Desert Botanical Garden,11587,Desert Botanical Garden,33.462444,-111.944618,391,AZ,210,Carnegiea,gigantea,saguaro,Plantae,48770,-9999,390,Ripe fruits,2018,6,3,154,2458273,7,2018,7,1,182,2458301,57,5,29,0,0,-9999
'25314',Desert Botanical Garden,11587,Desert Botanical Garden,33.462444,-111.944618,391,AZ,210,Carnegiea,gigantea,saguaro,Plantae,48770,-9999,500,Flowers or flower buds,2018,4,7,97,2458216,6,2018,6,3,154,2458273,7,8,58,0,0,-9999
'25314',Desert Botanical Garden,11587,Desert Botanical Garden,33.462444,-111.944618,391,AZ,210,Carnegiea,gigantea,saguaro,Plantae,48770,-9999,501,Open flowers,2018,4,22,112,2458231,8,2018,6,3,154,2458273,7,6,43,0,0,-9999
'25314',Desert Botanical Garden,11587,Desert Botanical Garden,33.462444,-111.944618,391,AZ,210,Carnegiea,gigantea,saguaro,Plantae,48770,-9999,516,Fruits,2018,4,29,119,2458238,7,2018,7,1,182,2458301,57,9,64,0,0,-9999
'25314',Desert Botanical Garden,11587,Desert Botanical Garden,33.462444,-111.944618,391,AZ,210,Carnegiea,gigantea,saguaro,Plantae,48771,-9999,390,Ripe fruits,2018,6,10,161,2458280,7,2018,6,10,161,2458280,7,1,1,0,0,-9999
'25314',Desert Botanical Garden,11587,Desert Botanical Garden,33.462444,-111.944618,391,AZ,210,Carnegiea,gigantea,saguaro,Plantae,48771,-9999,500,Flowers or flower buds,2018,4,7,97,2458216,6,2018,6,3,154,2458273,7,8,58,0,0,-9999
'25314',Desert Botanical Garden,11587,Desert Botanical Garden,33.462444,-111.944618,391,AZ,210,Carnegiea,gigantea,saguaro,Plantae,48771,-9999,501,Open flowers,2018,4,29,119,2458238,7,2018,5,13,133,2458252,14,3,15,0,0,-9999
'25314',Desert Botanical Garden,11587,Desert Botanical Garden,33.462444,-111.944618,391,AZ,210,Carnegiea,gigantea,saguaro,Plantae,48771,-9999,516,Fruits,2018,4,29,119,2458238,7,2018,6,24,175,2458294,7,8,57,0,0,-9999
"'31917,36321,36323,36326,36322,18954'",AZ Project WET,16831,Sweetwater Wetlands,32.279629,-111.021172,689,AZ,210,Carnegiea,gigantea,saguaro,Plantae,64038,-9999,390,Ripe fruits,2018,4,23,113,2458232,-9999,2018,10,22,295,2458414,28,3,183,1,0,MultiObserver-StatusConflict
"'31917,36321,36326,36322'",AZ Project WET,16831,Sweetwater Wetlands,32.279629,-111.021172,689,AZ,210,Carnegiea,gigantea,saguaro,Plantae,64038,-9999,500,Flowers or flower buds,2018,4,23,113,2458232,-9999,2018,8,17,229,2458348,66,2,117,1,0,MultiObserver-StatusConflict
'31917',AZ Project WET,16831,Sweetwater Wetlands,32.279629,-111.021172,689,AZ,210,Carnegiea,gigantea,saguaro,Plantae,64038,-9999,501,Open flowers,2018,4,23,113,2458232,-9999,2018,4,23,113,2458232,116,1,1,0,0,-9999
"'31917,36321,36326,36323,36322,18954'",AZ Project WET,16831,Sweetwater Wetlands,32.279629,-111.021172,689,AZ,210,Carnegiea,gigantea,saguaro,Plantae,64038,-9999,504,Recent fruit or seed drop,2018,4,23,113,2458232,-9999,2018,10,22,295,2458414,28,3,183,1,0,MultiObserver-StatusConflict
"'31917,36326,36321,36323,36322,18954'",AZ Project WET,16831,Sweetwater Wetlands,32.279629,-111.021172,689,AZ,210,Carnegiea,gigantea,saguaro,Plantae,64038,-9999,516,Fruits,2018,4,23,113,2458232,-9999,2018,10,22,295,2458414,28,3,183,1,0,MultiObserver-StatusConflict
'36325',AZ Project WET,16831,Sweetwater Wetlands,32.279629,-111.021172,689,AZ,210,Carnegiea,gigantea,saguaro,Plantae,64039,-9999,390,Ripe fruits,2018,10,22,295,2458414,66,2018,10,22,295,2458414,28,1,1,0,0,MultiObserver-StatusConflict
'31917',AZ Project WET,16831,Sweetwater Wetlands,32.279629,-111.021172,689,AZ,210,Carnegiea,gigantea,saguaro,Plantae,64039,-9999,500,Flowers or flower buds,2018,4,23,113,2458232,-9999,2018,4,23,113,2458232,116,1,1,0,0,-9999
'36326',AZ Project WET,16831,Sweetwater Wetlands,32.279629,-111.021172,689,AZ,210,Carnegiea,gigantea,saguaro,Plantae,64039,-9999,501,Open flowers,2018,4,23,113,2458232,-9999,2018,4,23,113,2458232,116,1,1,0,0,-9999
'36321',AZ Project WET,16831,Sweetwater Wetlands,32.279629,-111.021172,689,AZ,210,Carnegiea,gigantea,saguaro,Plantae,64039,-9999,504,Recent fruit or seed drop,2018,4,23,113,2458232,-9999,2018,4,23,113,2458232,116,1,1,0,0,-9999
'31917',AZ Project WET,16831,Sweetwater Wetlands,32.279629,-111.021172,689,AZ,210,Carnegiea,gigantea,saguaro,Plantae,64039,-9999,516,Fruits,2018,4,23,113,2458232,-9999,2018,4,23,113,2458232,116,1,1,0,1,-9999
'36325',AZ Project WET,16831,Sweetwater Wetlands,32.279629,-111.021172,689,AZ,210,Carnegiea,gigantea,saguaro,Plantae,64039,-9999,516,Fruits,2018,10,22,295,2458414,66,2018,10,22,295,2458414,28,1,1,0,1,MultiObserver-StatusConflict
'21236',-9999,18529,OurHabitat,33.630066,-112.147385,392,AZ,210,Carnegiea,gigantea,saguaro,Plantae,80324,-9999,500,Flowers or flower buds,2018,5,2,122,2458241,-9999,2018,5,16,136,2458255,7,3,15,0,1,-9999
'21236',-9999,18529,OurHabitat,33.630066,-112.147385,392,AZ,210,Carnegiea,gigantea,saguaro,Plantae,80324,-9999,500,Flowers or flower buds,2018,7,4,185,2458304,7,2018,7,4,185,2458304,7,1,1,0,1,-9999
'21236',-9999,18529,OurHabitat,33.630066,-112.147385,392,AZ,210,Carnegiea,gigantea,saguaro,Plantae,80324,-9999,501,Open flowers,2018,5,9,129,2458248,7,2018,5,16,136,2458255,7,2,8,0,0,-9999
'25314',Desert Botanical Garden,11587,Desert Botanical Garden,33.462444,-111.944618,391,AZ,210,Carnegiea,gigantea,saguaro,Plantae,97607,-9999,390,Ripe fruits,2018,6,3,154,2458273,7,2018,6,24,175,2458294,7,4,22,0,0,-9999
'25314',Desert Botanical Garden,11587,Desert Botanical Garden,33.462444,-111.944618,391,AZ,210,Carnegiea,gigantea,saguaro,Plantae,97607,-9999,500,Flowers or flower buds,2018,4,7,97,2458216,6,2018,5,27,147,2458266,7,7,51,0,0,-9999
'25314',Desert Botanical Garden,11587,Desert Botanical Garden,33.462444,-111.944618,391,AZ,210,Carnegiea,gigantea,saguaro,Plantae,97607,-9999,501,Open flowers,2018,4,22,112,2458231,8,2018,5,27,147,2458266,7,5,36,0,0,-9999
'25314',Desert Botanical Garden,11587,Desert Botanical Garden,33.462444,-111.944618,391,AZ,210,Carnegiea,gigantea,saguaro,Plantae,97607,-9999,516,Fruits,2018,4,29,119,2458238,7,2018,6,24,175,2458294,7,8,57,0,0,-9999
'31737',Tohono Chul,22311,Tohono Chul Park,32.33926,-110.981728,765,AZ,210,Carnegiea,gigantea,saguaro,Plantae,98816,-9999,390,Ripe fruits,2018,1,8,8,2458127,2,2018,1,8,8,2458127,4,1,1,0,1,-9999
"'39464,34108,42550'",Tohono Chul,22311,Tohono Chul Park,32.33926,-110.981728,765,AZ,210,Carnegiea,gigantea,saguaro,Plantae,98816,-9999,390,Ripe fruits,2018,6,11,162,2458281,4,2018,6,27,178,2458297,14,6,17,1,1,MultiObserver-StatusConflict
"'31737,39464,42394'",Tohono Chul,22311,Tohono Chul Park,32.33926,-110.981728,765,AZ,210,Carnegiea,gigantea,saguaro,Plantae,98816,-9999,500,Flowers or flower buds,2018,4,25,115,2458234,8,2018,5,9,129,2458248,4,4,15,1,1,-9999
"'39464,31737,42550'",Tohono Chul,22311,Tohono Chul Park,32.33926,-110.981728,765,AZ,210,Carnegiea,gigantea,saguaro,Plantae,98816,-9999,500,Flowers or flower buds,2018,5,14,134,2458253,1,2018,5,31,151,2458270,1,6,18,1,1,-9999
'39464',Tohono Chul,22311,Tohono Chul Park,32.33926,-110.981728,765,AZ,210,Carnegiea,gigantea,saguaro,Plantae,98816,-9999,500,Flowers or flower buds,2018,6,7,158,2458277,1,2018,6,7,158,2458277,4,1,1,0,1,-9999
"'31737,42394'",Tohono Chul,22311,Tohono Chul Park,32.33926,-110.981728,765,AZ,210,Carnegiea,gigantea,saguaro,Plantae,98816,-9999,501,Open flowers,2018,5,7,127,2458246,7,2018,5,9,129,2458248,4,2,3,1,1,-9999
"'39464,31737,42550'",Tohono Chul,22311,Tohono Chul Park,32.33926,-110.981728,765,AZ,210,Carnegiea,gigantea,saguaro,Plantae,98816,-9999,501,Open flowers,2018,5,14,134,2458253,1,2018,5,31,151,2458270,1,6,18,1,1,-9999
'39464',Tohono Chul,22311,Tohono Chul Park,32.33926,-110.981728,765,AZ,210,Carnegiea,gigantea,saguaro,Plantae,98816,-9999,501,Open flowers,2018,6,7,158,2458277,1,2018,6,7,158,2458277,4,1,1,0,1,-9999
'31737',Tohono Chul,22311,Tohono Chul Park,32.33926,-110.981728,765,AZ,210,Carnegiea,gigantea,saguaro,Plantae,98816,-9999,504,Recent fruit or seed drop,2018,1,8,8,2458127,2,2018,1,8,8,2458127,4,1,1,0,1,-9999
'42550',Tohono Chul,22311,Tohono Chul Park,32.33926,-110.981728,765,AZ,210,Carnegiea,gigantea,saguaro,Plantae,98816,-9999,504,Recent fruit or seed drop,2018,5,23,143,2458262,2,2018,5,23,143,2458262,7,1,1,0,1,-9999
'42550',Tohono Chul,22311,Tohono Chul Park,32.33926,-110.981728,765,AZ,210,Carnegiea,gigantea,saguaro,Plantae,98816,-9999,504,Recent fruit or seed drop,2018,6,20,171,2458290,7,2018,6,20,171,2458290,1,1,1,0,1,-9999
"'39464,42550'",Tohono Chul,22311,Tohono Chul Park,32.33926,-110.981728,765,AZ,210,Carnegiea,gigantea,saguaro,Plantae,98816,-9999,504,Recent fruit or seed drop,2018,6,26,177,2458296,5,2018,6,27,178,2458297,14,2,2,1,1,-9999
'31737',Tohono Chul,22311,Tohono Chul Park,32.33926,-110.981728,765,AZ,210,Carnegiea,gigantea,saguaro,Plantae,98816,-9999,516,Fruits,2018,1,8,8,2458127,2,2018,1,8,8,2458127,4,1,1,0,1,-9999
'31737',Tohono Chul,22311,Tohono Chul Park,32.33926,-110.981728,765,AZ,210,Carnegiea,gigantea,saguaro,Plantae,98816,-9999,516,Fruits,2018,5,21,141,2458260,5,2018,5,21,141,2458260,2,1,1,0,1,-9999
"'42550,39464'",Tohono Chul,22311,Tohono Chul Park,32.33926,-110.981728,765,AZ,210,Carnegiea,gigantea,saguaro,Plantae,98816,-9999,516,Fruits,2018,5,30,150,2458269,7,2018,5,31,151,2458270,1,2,2,1,1,-9999
'31737',Tohono Chul,22311,Tohono Chul Park,32.33926,-110.981728,765,AZ,210,Carnegiea,gigantea,saguaro,Plantae,98816,-9999,516,Fruits,2018,6,4,155,2458274,3,2018,6,4,155,2458274,2,1,1,0,1,-9999
"'39464,34108,42550'",Tohono Chul,22311,Tohono Chul Park,32.33926,-110.981728,765,AZ,210,Carnegiea,gigantea,saguaro,Plantae,98816,-9999,516,Fruits,2018,6,7,158,2458277,1,2018,6,27,178,2458297,14,7,21,1,1,MultiObserver-StatusConflict
'28365',-9999,22334,Land,33.571148,-112.877686,384,AZ,210,Carnegiea,gigantea,saguaro,Plantae,99148,-9999,500,Flowers or flower buds,2018,4,16,106,2458225,8,2018,6,2,153,2458272,11,5,48,0,0,-9999
'28365',-9999,22334,Land,33.571148,-112.877686,384,AZ,210,Carnegiea,gigantea,saguaro,Plantae,99148,-9999,501,Open flowers,2018,5,2,122,2458241,16,2018,6,2,153,2458272,11,4,32,0,0,-9999
'28365',-9999,22334,Land,33.571148,-112.877686,384,AZ,210,Carnegiea,gigantea,saguaro,Plantae,99148,-9999,504,Recent fruit or seed drop,2018,5,18,138,2458257,7,2018,6,30,181,2458300,14,5,44,0,0,-9999
'28365',-9999,22334,Land,33.571148,-112.877686,384,AZ,210,Carnegiea,gigantea,saguaro,Plantae,99148,-9999,516,Fruits,2018,5,11,131,2458250,9,2018,6,24,175,2458294,6,5,45,0,0,-9999
'28365',-9999,22334,Land,33.571148,-112.877686,384,AZ,210,Carnegiea,gigantea,saguaro,Plantae,99166,-9999,390,Ripe fruits,2018,6,13,164,2458283,11,2018,6,30,181,2458300,14,3,18,0,0,-9999
'28365',-9999,22334,Land,33.571148,-112.877686,384,AZ,210,Carnegiea,gigantea,saguaro,Plantae,99166,-9999,500,Flowers or flower buds,2018,4,16,106,2458225,8,2018,6,24,175,2458294,6,7,70,0,0,-9999
'28365',-9999,22334,Land,33.571148,-112.877686,384,AZ,210,Carnegiea,gigantea,saguaro,Plantae,99166,-9999,501,Open flowers,2018,5,2,122,2458241,16,2018,6,24,175,2458294,6,6,54,0,0,-9999
'28365',-9999,22334,Land,33.571148,-112.877686,384,AZ,210,Carnegiea,gigantea,saguaro,Plantae,99166,-9999,504,Recent fruit or seed drop,2018,5,11,131,2458250,9,2018,7,14,195,2458314,20,7,65,0,0,-9999
'28365',-9999,22334,Land,33.571148,-112.877686,384,AZ,210,Carnegiea,gigantea,saguaro,Plantae,99166,-9999,516,Fruits,2018,5,11,131,2458250,9,2018,6,30,181,2458300,14,6,51,0,0,-9999
'32459',McDowell Sonoran Conservancy Phenology Trails,24702,"Brown's Ranch, Jane Rau",33.76149,-111.842232,828,AZ,210,Carnegiea,gigantea,saguaro,Plantae,117036,-9999,390,Ripe fruits,2018,6,13,164,2458283,1,2018,6,13,164,2458283,2,1,1,0,1,-9999
"'42719,32626,32459,32668'",McDowell Sonoran Conservancy Phenology Trails,24702,"Brown's Ranch, Jane Rau",33.76149,-111.842232,828,AZ,210,Carnegiea,gigantea,saguaro,Plantae,117036,-9999,390,Ripe fruits,2018,6,18,169,2458288,3,2018,7,9,190,2458309,1,11,22,1,1,-9999
'32668',McDowell Sonoran Conservancy Phenology Trails,24702,"Brown's Ranch, Jane Rau",33.76149,-111.842232,828,AZ,210,Carnegiea,gigantea,saguaro,Plantae,117036,-9999,390,Ripe fruits,2018,7,13,194,2458313,3,2018,7,13,194,2458313,3,1,1,0,1,-9999
'32668',McDowell Sonoran Conservancy Phenology Trails,24702,"Brown's Ranch, Jane Rau",33.76149,-111.842232,828,AZ,210,Carnegiea,gigantea,saguaro,Plantae,117036,-9999,500,Flowers or flower buds,2018,4,20,110,2458229,5,2018,4,20,110,2458229,2,1,1,0,1,-9999
"'32551,32626,32459,32668,42719'",McDowell Sonoran Conservancy Phenology Trails,24702,"Brown's Ranch, Jane Rau",33.76149,-111.842232,828,AZ,210,Carnegiea,gigantea,saguaro,Plantae,117036,-9999,500,Flowers or flower buds,2018,4,26,116,2458235,2,2018,6,12,163,2458282,1,16,48,1,1,MultiObserver-StatusConflict
'32459',McDowell Sonoran Conservancy Phenology Trails,24702,"Brown's Ranch, Jane Rau",33.76149,-111.842232,828,AZ,210,Carnegiea,gigantea,saguaro,Plantae,117036,-9999,500,Flowers or flower buds,2018,7,2,183,2458302,4,2018,7,2,183,2458302,1,1,1,0,1,-9999
"'32668,32459'",McDowell Sonoran Conservancy Phenology Trails,24702,"Brown's Ranch, Jane Rau",33.76149,-111.842232,828,AZ,210,Carnegiea,gigantea,saguaro,Plantae,117036,-9999,500,Flowers or flower buds,2018,7,6,187,2458306,3,2018,7,9,190,2458309,1,2,4,1,1,-9999
"'32668,32459'",McDowell Sonoran Conservancy Phenology Trails,24702,"Brown's Ranch, Jane Rau",33.76149,-111.842232,828,AZ,210,Carnegiea,gigantea,saguaro,Plantae,117036,-9999,500,Flowers or flower buds,2018,7,13,194,2458313,3,2018,7,16,197,2458316,1,2,4,1,1,-9999
"'32459,32626,32668,42719'",McDowell Sonoran Conservancy Phenology Trails,24702,"Brown's Ranch, Jane Rau",33.76149,-111.842232,828,AZ,210,Carnegiea,gigantea,saguaro,Plantae,117036,-9999,501,Open flowers,2018,5,11,131,2458250,5,2018,6,12,163,2458282,3,13,33,1,0,MultiObserver-StatusConflict
'32459',McDowell Sonoran Conservancy Phenology Trails,24702,"Brown's Ranch, Jane Rau",33.76149,-111.842232,828,AZ,210,Carnegiea,gigantea,saguaro,Plantae,117036,-9999,504,Recent fruit or seed drop,2018,6,13,164,2458283,1,2018,6,13,164,2458283,2,1,1,0,1,-9999
"'42719,32626,32459,32668'",McDowell Sonoran Conservancy Phenology Trails,24702,"Brown's Ranch, Jane Rau",33.76149,-111.842232,828,AZ,210,Carnegiea,gigantea,saguaro,Plantae,117036,-9999,504,Recent fruit or seed drop,2018,6,18,169,2458288,3,2018,7,3,184,2458303,3,8,16,1,1,-9999
"'32459,32626,32668,42839'",McDowell Sonoran Conservancy Phenology Trails,24702,"Brown's Ranch, Jane Rau",33.76149,-111.842232,828,AZ,210,Carnegiea,gigantea,saguaro,Plantae,117036,-9999,504,Recent fruit or seed drop,2018,7,9,190,2458309,3,2018,7,17,198,2458317,7,5,9,1,1,MultiObserver-StatusConflict
"'32459,32668,42719,32626'",McDowell Sonoran Conservancy Phenology Trails,24702,"Brown's Ranch, Jane Rau",33.76149,-111.842232,828,AZ,210,Carnegiea,gigantea,saguaro,Plantae,117036,-9999,516,Fruits,2018,5,28,148,2458267,6,2018,7,13,194,2458313,3,24,47,1,1,-9999
'32626',McDowell Sonoran Conservancy Phenology Trails,24702,"Brown's Ranch, Jane Rau",33.76149,-111.842232,828,AZ,210,Carnegiea,gigantea,saguaro,Plantae,117036,-9999,516,Fruits,2018,7,17,198,2458317,1,2018,7,17,198,2458317,4,1,1,0,1,-9999
"'32668,42719,32626,32459'",McDowell Sonoran Conservancy Phenology Trails,24702,"Brown's Ranch, Jane Rau",33.76149,-111.842232,828,AZ,210,Carnegiea,gigantea,saguaro,Plantae,117037,-9999,390,Ripe fruits,2018,6,8,159,2458278,2,2018,7,6,187,2458306,4,14,29,1,0,-9999
'32551',McDowell Sonoran Conservancy Phenology Trails,24702,"Brown's Ranch, Jane Rau",33.76149,-111.842232,828,AZ,210,Carnegiea,gigantea,saguaro,Plantae,117037,-9999,500,Flowers or flower buds,2018,4,12,102,2458221,5,2018,4,12,102,2458221,3,1,1,0,1,-9999
"'32668,33268,32626,32551,32459'",McDowell Sonoran Conservancy Phenology Trails,24702,"Brown's Ranch, Jane Rau",33.76149,-111.842232,828,AZ,210,Carnegiea,gigantea,saguaro,Plantae,117037,-9999,500,Flowers or flower buds,2018,4,20,110,2458229,5,2018,5,22,142,2458261,6,10,33,1,1,-9999
"'32668,32459'",McDowell Sonoran Conservancy Phenology Trails,24702,"Brown's Ranch, Jane Rau",33.76149,-111.842232,828,AZ,210,Carnegiea,gigantea,saguaro,Plantae,117037,-9999,500,Flowers or flower buds,2018,5,29,149,2458268,1,2018,6,1,152,2458271,3,3,4,1,1,-9999
'32459',McDowell Sonoran Conservancy Phenology Trails,24702,"Brown's Ranch, Jane Rau",33.76149,-111.842232,828,AZ,210,Carnegiea,gigantea,saguaro,Plantae,117037,-9999,500,Flowers or flower buds,2018,6,6,157,2458276,1,2018,6,6,157,2458276,2,1,1,0,1,-9999
'32668',McDowell Sonoran Conservancy Phenology Trails,24702,"Brown's Ranch, Jane Rau",33.76149,-111.842232,828,AZ,210,Carnegiea,gigantea,saguaro,Plantae,117037,-9999,500,Flowers or flower buds,2018,7,21,202,2458321,4,2018,7,21,202,2458321,3,1,1,0,1,-9999
'32668',McDowell Sonoran Conservancy Phenology Trails,24702,"Brown's Ranch, Jane Rau",33.76149,-111.842232,828,AZ,210,Carnegiea,gigantea,saguaro,Plantae,117037,-9999,500,Flowers or flower buds,2018,7,28,209,2458328,4,2018,7,28,209,2458328,3,1,1,0,1,-9999
"'32551,32626'",McDowell Sonoran Conservancy Phenology Trails,24702,"Brown's Ranch, Jane Rau",33.76149,-111.842232,828,AZ,210,Carnegiea,gigantea,saguaro,Plantae,117037,-9999,501,Open flowers,2018,4,26,116,2458235,2,2018,5,1,121,2458240,5,2,6,1,1,-9999
"'32459,32626,32668'",McDowell Sonoran Conservancy Phenology Trails,24702,"Brown's Ranch, Jane Rau",33.76149,-111.842232,828,AZ,210,Carnegiea,gigantea,saguaro,Plantae,117037,-9999,501,Open flowers,2018,5,11,131,2458250,5,2018,6,1,152,2458271,3,7,22,1,1,-9999
'32459',McDowell Sonoran Conservancy Phenology Trails,24702,"Brown's Ranch, Jane Rau",33.76149,-111.842232,828,AZ,210,Carnegiea,gigantea,saguaro,Plantae,117037,-9999,501,Open flowers,2018,6,6,157,2458276,1,2018,6,6,157,2458276,2,1,1,0,1,-9999
"'32668,42719,32626,32459'",McDowell Sonoran Conservancy Phenology Trails,24702,"Brown's Ranch, Jane Rau",33.76149,-111.842232,828,AZ,210,Carnegiea,gigantea,saguaro,Plantae,117037,-9999,504,Recent fruit or seed drop,2018,6,8,159,2458278,2,2018,7,9,190,2458309,1,14,32,1,1,-9999
'32459',McDowell Sonoran Conservancy Phenology Trails,24702,"Brown's Ranch, Jane Rau",33.76149,-111.842232,828,AZ,210,Carnegiea,gigantea,saguaro,Plantae,117037,-9999,504,Recent fruit or seed drop,2018,7,16,197,2458316,6,2018,7,16,197,2458316,1,1,1,0,1,-9999
'32459',McDowell Sonoran Conservancy Phenology Trails,24702,"Brown's Ranch, Jane Rau",33.76149,-111.842232,828,AZ,210,Carnegiea,gigantea,saguaro,Plantae,117037,-9999,516,Fruits,2018,5,19,139,2458258,4,2018,5,19,139,2458258,3,1,1,0,1,-9999
"'32459,32668,42719,32626'",McDowell Sonoran Conservancy Phenology Trails,24702,"Brown's Ranch, Jane Rau",33.76149,-111.842232,828,AZ,210,Carnegiea,gigantea,saguaro,Plantae,117037,-9999,516,Fruits,2018,5,28,148,2458267,6,2018,7,6,187,2458306,3,21,40,1,1,-9999
'32626',McDowell Sonoran Conservancy Phenology Trails,24702,"Brown's Ranch, Jane Rau",33.76149,-111.842232,828,AZ,210,Carnegiea,gigantea,saguaro,Plantae,117037,-9999,516,Fruits,2018,7,24,205,2458324,3,2018,7,24,205,2458324,4,1,1,0,1,-9999
"'42719,32626,32459,32668'",McDowell Sonoran Conservancy Phenology Trails,24702,"Brown's Ranch, Jane Rau",33.76149,-111.842232,828,AZ,210,Carnegiea,gigantea,saguaro,Plantae,117038,-9999,390,Ripe fruits,2018,6,18,169,2458288,3,2018,7,3,184,2458303,3,9,16,1,0,-9999
'32551',McDowell Sonoran Conservancy Phenology Trails,24702,"Brown's Ranch, Jane Rau",33.76149,-111.842232,828,AZ,210,Carnegiea,gigantea,saguaro,Plantae,117038,-9999,500,Flowers or flower buds,2018,4,12,102,2458221,5,2018,4,12,102,2458221,3,1,1,0,1,-9999
"'32551,32626,32459,32668,42719'",McDowell Sonoran Conservancy Phenology Trails,24702,"Brown's Ranch, Jane Rau",33.76149,-111.842232,828,AZ,210,Carnegiea,gigantea,saguaro,Plantae,117038,-9999,500,Flowers or flower buds,2018,4,26,116,2458235,2,2018,6,12,163,2458282,1,15,48,1,1,MultiObserver-StatusConflict
'32668',McDowell Sonoran Conservancy Phenology Trails,24702,"Brown's Ranch, Jane Rau",33.76149,-111.842232,828,AZ,210,Carnegiea,gigantea,saguaro,Plantae,117038,-9999,500,Flowers or flower buds,2018,6,15,166,2458285,2,2018,6,15,166,2458285,3,1,1,0,1,-9999
"'32626,32459'",McDowell Sonoran Conservancy Phenology Trails,24702,"Brown's Ranch, Jane Rau",33.76149,-111.842232,828,AZ,210,Carnegiea,gigantea,saguaro,Plantae,117038,-9999,501,Open flowers,2018,5,15,135,2458254,4,2018,5,22,142,2458261,6,3,8,1,1,-9999
"'32668,32459,42719'",McDowell Sonoran Conservancy Phenology Trails,24702,"Brown's Ranch, Jane Rau",33.76149,-111.842232,828,AZ,210,Carnegiea,gigantea,saguaro,Plantae,117038,-9999,501,Open flowers,2018,5,29,149,2458268,1,2018,6,12,163,2458282,3,7,15,1,1,MultiObserver-StatusConflict
'32668',McDowell Sonoran Conservancy Phenology Trails,24702,"Brown's Ranch, Jane Rau",33.76149,-111.842232,828,AZ,210,Carnegiea,gigantea,saguaro,Plantae,117038,-9999,504,Recent fruit or seed drop,2018,6,8,159,2458278,2,2018,6,8,159,2458278,4,1,1,0,1,-9999
"'32459,32668,42719,32626'",McDowell Sonoran Conservancy Phenology Trails,24702,"Brown's Ranch, Jane Rau",33.76149,-111.842232,828,AZ,210,Carnegiea,gigantea,saguaro,Plantae,117038,-9999,504,Recent fruit or seed drop,2018,6,20,171,2458290,2,2018,7,6,187,2458306,3,8,17,1,1,-9999
'32459',McDowell Sonoran Conservancy Phenology Trails,24702,"Brown's Ranch, Jane Rau",33.76149,-111.842232,828,AZ,210,Carnegiea,gigantea,saguaro,Plantae,117038,-9999,516,Fruits,2018,5,28,148,2458267,6,2018,5,28,148,2458267,1,1,1,0,1,-9999
"'32459,32668'",McDowell Sonoran Conservancy Phenology Trails,24702,"Brown's Ranch, Jane Rau",33.76149,-111.842232,828,AZ,210,Carnegiea,gigantea,saguaro,Plantae,117038,-9999,516,Fruits,2018,5,31,151,2458270,2,2018,6,1,152,2458271,3,2,2,1,1,-9999
"'32459,32668,42719,32626'",McDowell Sonoran Conservancy Phenology Trails,24702,"Brown's Ranch, Jane Rau",33.76149,-111.842232,828,AZ,210,Carnegiea,gigantea,saguaro,Plantae,117038,-9999,516,Fruits,2018,6,6,157,2458276,2,2018,7,6,187,2458306,3,15,31,1,1,-9999
'32425',McDowell Sonoran Conservancy Phenology Trails,24703,"Gateway, Bajada Nature Trail",33.649349,-111.858536,522,AZ,210,Carnegiea,gigantea,saguaro,Plantae,117053,-9999,390,Ripe fruits,2018,6,25,176,2458295,28,2018,6,25,176,2458295,7,1,1,0,0,-9999
